id	text	label
2384	Beloved, let us love one another, because love is from God; everyone one who loves is born of God and knows God. Whoever does not love does not know God, for God is love.	philosophy
2385	The stalker, meanwhile, stepped into the road. Didn’t even check for traffic. There wasn’t any, but something told me this was lucky for traffic rather than the stalker.	philosophy
2386	Ode to a Wastepaper Basket  I love the way you sit in the corner, gracious like a lover, catching my every crumpled vanity.	philosophy
2387	Truth may start out timid, but it finishes bold.	philosophy
2388	Aristotle may be regarded as the cultural barometer of Western history. Whenever his influence dominated the scene, it paved the way for one of history's brilliant eras; whenever it fell, so did mankind.	philosophy
2389	Can all this just be an accident? Or could there be some alien intelligence behind it?	philosophy
2390	I've given her signs! I've given her plenty of signs. What does she want me to do? Slap him across the face with my glove, and challenge him to pistols at dawn?	sarcasm
2391	Believe me if you consult philosophy she will persuade you not to lit so long at your counting desk	philosophy
2392	If someone can prove me wrong and show me my mistake in any thought or action, I shall gladly change. I seek the truth, which never harmed anyone: the harm is to persist in one's own self-deception and ignorance.	philosophy
2393	Not a good book. It attempts to take a complex subject and make it assessable to the layman with cartoons, and in this effort it fails. Moreover, the authors often take biased stances, and while I agree with them for the most part it nonetheless detracts from any scholarly offerings in which they wish to partake.	philosophy
2394	Don’t worry, hero. If the vamp shows up, I’m here to protect you.”  “Great, I can hide behind your massive ego.	sarcasm
2395	Why aren’t red traffic lights heart-shaped? Probably because it’s not like rush hour can get any more romantic.	sarcasm
2396	"In an average day, you may well be confronted with some species of bullying or bigotry, or some ill-phrased appeal to the general will, or some petty abuse of authority. If you have a political loyalty, you may be offered a shady reason for agreeing to a lie or a half-truth that serves some short-term purpose. Everybody devises tactics for getting through such moments; try behaving ""as if"" they need not be tolerated and are not inevitable."	philosophy
2397	Fly with wings of love.	philosophy
2398	I get my share of mud flung my way, but the secret is to dance in the rain and the mud will wash away.	sarcasm
2399	I prefer for 'my world' to have the highest certification of being a faithful representation of the exterior world.	philosophy
2400	Pursue not the outer entanglements; Dwell not in the inner void; Be serene in the oneness of things; And dualism vanishes by itself.	philosophy
2401	A paranoid is someone who knows a little of what's going on.	philosophy
2402	To be pleasant, gentle, calm and self-possessed: this is the basis of good taste and charm in a woman. No matter how amorous or passionate you may be, as long as you are straightforward and refrain from causing others embarrassment, no one will mind. But women who are too vain and act pretentiously, to the extent that they make others feel uncomfortable, will themselves become the object of attention; and once that happens, people will find fault with whatever they say or do; whether it be how they enter a room, how they sit down, how they stand up or how they take their leave. Those who end up contradicting themselves and those who disparage their companions are also carefully watched and listened to all the more. As long as you are free from such faults, people will surely refrain from listening to tittle-tattle and will want to show you sympathy, if only for the sake of politeness.  I am of the opinion that when you intentionally cause hurt to another, or indeed if you do ill through mere thoughtless behavior, you fully deserve to be censured in public. Some people are so good-natured that they can still care for those who despise them, but I myself find it very difficult. Did the Buddha himself in all his compassion ever preach that one should simply ignore those who slander the Three Treasures? How in this sullied world of ours can those who are hard done by be expected to reciprocate in kind?	philosophy
2403	Weather is a purely personal matter. There is no such thing as a climate that is cold or hot, good or bad, healthy or unhealthy. People take it upon themselves to create a fantasy in their imagination and call it weather. There's only one climate in the world, but the message that nature sends is interpreted according to strictly personal, non-transferable rules.	philosophy
2404	"I opened my eyes really wide and fluttered my eyelashes at him. ""I'm sorry, I must've missed your coronation ceremony. Silly me."" from Clean Sweep"	sarcasm
2405	"teenagers are never joking. when seeking to prove a point, principals and teachers should remember that teenagers are never, ever sarcasic or ironic. if they say ""I wish someone would drop a bomb on this school right now,"" that means they have arranged for a nuclear arsenal to be emptied onto the school and should be immediately suspended and ridiculed. if they say they were merely coming up with a joking excuse to postpone a bio test, reply that all jokes are funny, and that since dropping a bomb on a school is not funny, it is therefore   not  a  joke."	sarcasm
2406	Yet, I didn't understand that she was intentionally disguising her feelings with sarcasm; that was usually the last resort of people who are timid and chaste of heart, whose souls have been coarsely and impudently invaded; and who, until the last moment, refuse to yield out of pride and are afraid to express their own feelings to you.	sarcasm
2407	I consist of body and soul - in the worlds of a child. And why shouldn't we speak like children? But the enlightened, the knowledgealbe would say: I am body through and through, nothing more; and the soul is just a word for something on the body.	philosophy
2408	Whether a belief is considered to be a delusion or not depends partly upon the intensity with which it is defended, and partly upon the numbers of people subscribing to it.	philosophy
2409	We are all inventors, each sailing out on a voyage of discovery, guided each by a private chart, of which there is no duplicate. The world is all gates, all opportunities.	philosophy
2410	I don't want to be a tree; I want to be its meaning.	philosophy
2411	Where are Haldad my father, and Haldad my brother? If the king of Doriath fears a friendship between Haleth and those who have devoured her kin, then the ways of the Eldar are strange to Men.	sarcasm
2412	Opposition stood in my way, but I persevered against all odds and in the process gained my freedom as well as became a man whose future is like the universe/cosmos...INFINITE	philosophy
2413	People ought to fight  to keep their law  as to defend the citys walls.	philosophy
2414	All resistance is a rupture with what is. And every rupture begins, for those engaged in it, through a rupture with oneself.	philosophy
2415	if being is many, it must be both like and unlike, and this is impossible, for neither can the like be unlike, nor the unlike like	philosophy
2416	Socrates should have written comics.	philosophy
2417	The creed which accepts as the foundation of morals, Utility, or the Greatest-Happiness Principle, holds that actions are right in proportion as they tend to promote happiness, wrong as they tend to produce the reverse of happiness. By happiness is intended pleasure, and the absence of pain; by unhappiness, pain, and the privation of pleasure.	philosophy
2418	"And out floated Eeyore.  ""Eeyore!"" cried everybody.  Looking very calm, very dignified, with his legs in the air, came Eeyore from beneath the bridge.  ""It's Eeyore!"" cried Roo, terribly excited.  ""Is that so?"" said Eeyore, getting caught up by a little eddy, and turning slowly round three times. ""I wondered.""  ""I didn't know you were playing,"" said Roo.  ""I'm not,"" said Eeyore.  ""Eeyore, what are you doing there?"" said Rabbit.  ""I'll give you three guesses, Rabbit. Digging holes in the ground? Wrong. Leaping from branch to branch of a young oak-tree? Wrong. Waiting for somebody to help me out of the river? Right. Give Rabbit time, and he'll always get the answer.""  ""But, Eeyore,"" said Pooh in distress, ""what can we--I mean, how shall we--do you think if we--""  ""Yes,"" said Eeyore. ""One of those would be just the thing. Thank you, Pooh."	sarcasm
2419	The best revenge is not to be like your enemy.	philosophy
2420	Man was born for society. However little He may be attached to the World, He never can wholly forget it, or bear to be wholly forgotten by it. Disgusted at the guilt or absurdity of Mankind, the Misanthrope flies from it: He resolves to become an Hermit, and buries himself in the Cavern of some gloomy Rock. While Hate inflames his bosom, possibly He may feel contented with his situation: But when his passions begin to cool; when Time has mellowed his sorrows, and healed those wounds which He bore with him to his solitude, think you that Content becomes his Companion? Ah! no, Rosario. No longer sustained by the violence of his passions, He feels all the monotony of his way of living, and his heart becomes the prey of Ennui and weariness. He looks round, and finds himself alone in the Universe: The love of society revives in his bosom, and He pants to return to that world which He has abandoned. Nature loses all her charms in his eyes: No one is near him to point out her beauties, or share in his admiration of her excellence and variety. Propped upon the fragment of some Rock, He gazes upon the tumbling waterfall with a vacant eye, He views without emotion the glory of the setting Sun. Slowly He returns to his Cell at Evening, for no one there is anxious for his arrival; He has no comfort in his solitary unsavoury meal: He throws himself upon his couch of Moss despondent and dissatisfied, and wakes only to pass a day as joyless, as monotonous as the former.	philosophy
2421	I suppose that I found out two more constituents of the eternal engine: folly and curiosity.	sarcasm
2422	The selfish man suffers more from his selfishness than he from whom that selfishness withholds some important benefit.	philosophy
2423	Absurdity is the ecstasy of intellectualism.	philosophy
2424	A woman is a blissful mother, a wonderful sister, a gorgeous daughter, and a friend with a kind heart who really cares. Wishing you a wonderful International Women’s Day	philosophy
2425	It is not the beauty of nature, but it is our dream-filled actions that create our futures.	philosophy
2426	Philosophy, though unable to tell us with certainty what is the true answer to the doubts which it raises, is able to suggest many possiblities which enlarge our thoughts and free them from the tyranny of custom. Thus, while diminishing our feeling of certainty as to what things are, it greatly increases our knowledge as to what the may be; it removes the somewhat arrogant dogmatism of those who have never travelled into the region of liberating doubt, and it keeps alive our sense of wonder by showing familar things in an unfamilar aspect	philosophy
2427	"Come on, there's no one there. You want coffee?"" Tess asked. ""Yeah, sure, why not? I'm only on the brink of a nervous breakdown. I don't imagine why caffeine wouldn't help this situation."	sarcasm
2428	"What we have forgotten is that thoughts and words are conventions, and that it is fatal to take conventions too seriously. A convention is a social convenience, as, for example, money ... but it is absurd to take money too seriously, to confuse it with real wealth ... In somewhat the same way, thoughts, ideas and words are ""coins"" for real things."	philosophy
2429	Oh, poor, poor fellow!' said Mrs. Elliot with a remorse that was sincere, though her congratulations would not have been.	sarcasm
2430	In some ways blowjobs are better than sex because when you have a mouthful of cock you can't make snide comments.	sarcasm
2431	It is not very important where you are, but where your thoughts are taking you is important.	philosophy
2432	It takes a well-spent lifetime, and perhaps more, to crystalize in us that for which we exist.	philosophy
2433	Then we’re just sitting there, staring at each other. Which has been happening a lot lately. It’s like whatever wall there was between us, however she was holding herself back from me . . . all of that pretense is gone. “And when you find a soul mate,” Sara says, “it’s undeniable. You have to be together.” “That’s my philosophy.” I look back at her. “You have to go with the flow.” “Exactly. I think the universe guides you to make the right choices.” “Do you believe in fate?” “I guess, but . . . it’s more about creating the life you want so you can make that fate a reality. You know?	philosophy
2434	Beginning to think is beginning to be undermined. Society has but little connection with such beginnings. The worm is in man's heart. That is where it must be sought. One must follow and understand this fatal game that leads from lucidity in the face of existence to flight from light.	philosophy
2435	Puns are just another form of sarcasm, which may or may not make you - smile, giggle, or laugh.	sarcasm
2436	Nothing carries meaning. People carry meaning. We are the porters of importance.	philosophy
2437	"Gankis lifted an arm to point at the distant shale cliffs. ""And in the face of it there were thousands of little holes, little what-you-call-'ems..."" ""Alcoves,"" Kennit supplied in an almost dreamy voice. ""I call them alcoves, Gankis. As would you, if you could speak your own mother tongue."	sarcasm
2438	Then the lover, who is true and no counterfeit, must of necessity be loved by his love.	philosophy
2439	So you thought you could shit and eat at the same time. How disgustingly convenient.	sarcasm
2440	To live is to change, to acquire the words of a story, and that is the only celebration we mortals really know.	philosophy
2441	Ik kwam er achter dat ik er mijn hele leven heus niet naar had verlang om te leven - als wat anderen doen tenminste leven genoemd kan worden - maar wel om mezelf te kunnen uitdrukken.	philosophy
2442	"Do you understand what I'm saying?"" shouted Moist. ""You can't just go around killing people!"" ""Why Not? You Do."" The golem lowered his arm. ""What?"" snapped Moist. ""I do not! Who told you that?"" ""I Worked It Out. You Have Killed Two Point Three Three Eight People,"" said the golem calmly. ""I have never laid a finger on anyone in my life, Mr Pump. I may be–– all the things you know I am, but I am not a killer! I have never so much as drawn a sword!"" ""No, You Have Not. But You Have Stolen, Embezzled, Defrauded And Swindled Without Discrimination, Mr Lipvig. You Have Ruined Businesses And Destroyed Jobs. When Banks Fail, It Is Seldom Bankers Who Starve. Your Actions Have Taken Money From Those Who Had Little Enough To Begin With. In A Myriad Small Ways You Have Hastened The Deaths Of Many. You Do Not Know Them. You Did Not See Them Bleed. But You Snatched Bread From Their Mouths And Tore Clothes From Their Backs. For Sport, Mr Lipvig. For Sport. For The Joy Of The Game."	philosophy
2443	What is left when honor is lost?	philosophy
2444	"So the I.F. is spying on Earth."" ""Just as a mother spies on her children at play in the yard."" ""Good to know you're looking out for us, Mummy."	sarcasm
2445	Flood of Feeling {Couplet}  A flood of feeling is a poem, created from daydreaming in the zone. The levees break, emotions snake, from imagination's ocean who sets the stakes.	philosophy
2446	Love, I think, is a gateway to the world, not an escape from it.	philosophy
2447	A philosopher is a blind man in a dark room looking for a black cat that isn't there. A theologian is the man who finds it.	philosophy
2448	But I realized something. About art. And psychiatry. They're both self-perpetuating systems. Like religion. All <em>three</em> of them promise you a sense of inner worth and meaning, and spend a lot of time telling you about the suffering you have to go through to achieve it. As soon as you get a problem in any one of them, the solution it gives is always to go deeper into the same system. They're all in rather uneasy truce with one another in what's actually a mortal battle. Like all self-reinforcing systems. At best, each is trying to encompass the other two and define them as sub-groups. You know: religion and art are both forms of madness and madness is the realm of psychiatry. Or, art is the study and praise of man and man's ideals, so therefore a religious experience just becomes a brutalized aesthetic response and psychiatry is just another tool for the artist to observe man and render his portraits more accurately. And the religious attitude I guess is that the other two are only useful as long as they promote the good life. At worst, they all try to destroy one another. Which is what my psychiatrist, whether he knew it or not, was trying, quite effectively, to do to my painting. I gave up psychiatry too, pretty soon. I just didn't want to get all wound up in any systems at all.	philosophy
2449	Freedom is the only worthy goal in life. It is won by disregarding things that lie beyond our control.	philosophy
2450	You become mature when you become the authority of your own life.	philosophy
2451	The bird of paradise alights only upon the hand that does not grasp.	philosophy
2452	What i took away from witnessing the broken climbers in Moshi was this: *Everything is easy until it isn't.*	philosophy
2453	It is not God that is worshipped but the authority that claims to speak in His name. Sin becomes disobedience to authority not violation of integrity.	philosophy
2454	For I have trained myself and am training myself always to be able to dance lightly in the service of thought	philosophy
2455	High thoughts must have high language.	philosophy
2456	If Jack had followed him instead of trying to reclaim his car, he would undoubtedly have voiced his disappointment that they were not yet shooting laser cannons. Frankly, Richard thought dodging the police’s bullets would be problematic enough.	sarcasm
2457	"You seem to know a lot about it,"" she said. ""And you do subtleties."" ""Yeah. Like I've always wanted to destroy the Nine Worlds while committing suicide."" ""Well, there's no need to be rude,"" protested Sif."	sarcasm
2458	You may lie with your mouth, but with the mouth you make as you do so you none the less tell the truth.	philosophy
2459	You asked me how to get out of the finite dimensions when I feel like it. I certainly don't use logic when I do it. Logic's the first thing you have to get rid of.	philosophy
2460	God Created [10w]  Lips were created to kiss and hands to make peace.	philosophy
2461	"You can't just skip the boring parts."" ""Of course I can skip the boring parts."" ""How do you know they're boring if you don't read them?"" ""I can tell."" ""Then you can't say you've read the whole play."" ""I think I can live a happy life, Meryl Lee, even if I don't read the boring parts of The Tragedy of Hamlet, Prince of Denmark."" ""Who knows?"" she said. ""Maybe you can't."	philosophy
2462	There are times when wisdom cannot be found in the chambers of parliament or the halls of academia but at the unpretentious setting of the kitchen table.	philosophy
2463	As life in general constituted much pain in the form of struggles against poverty, disease, ignorance, and emotional anguish, what more civilized way for people to alleviate the same than by giving themselves to one another as brothers and sisters in deed as well as in word? A society of people hoping to become politically superior needed first to become spiritually valid.	philosophy
2464	"On one hand the eternal attraction of man towards femininity (cf. Gn. 2:23) frees in him-or perhaps it should free-a gamut of spiritual-corporal desires of an especially personal and ""sharing"" nature (cf. analysis of the ""beginning""), to which a proportionate pyramid of values corresponds. On the other hand, ""lust"" limits this gamut, obscuring the pyramid of values that marks the perennial attraction of male and female."	philosophy
2465	Every country has the government it deserves.	philosophy
2466	"You know, bicycling isn't just a matter of balance,"" I said. ""it's a matter of faith. You can keep upright only by moving forward. You have to have your eyes on the goal, not the ground. I'm going to call that the Bicyclist's Philosophy of Life."	philosophy
2467	What matters creative endless toil, When, at a snatch, oblivion ends the coil?	philosophy
2468	One never knows how the witch became wicked, or whether that was the right choice for her — is it ever the right choice? Does the devil ever struggle to be good again, or if so is he not a devil? It is the very least question of definitions.	philosophy
2469	When you smile, a bird finds her wings to fly.	philosophy
2470	The opposite of love is not hate, it's indifference. The opposite of art is not ugliness, it's indifference. The opposite of faith is not heresy, it's indifference. And the opposite of life is not death, it's indifference.	philosophy
2471	Any boy who'd love a sailboat-patterned, swimsuited sausage who tames rabid foxes would be wonderful. And impossible.	sarcasm
2472	Charity is no substitute for justice withheld.	philosophy
2473	Conservatism is the antidote to tyranny. It's the only one. It's based on thousands of years of human experience. There is nothing narrow about the conservative philosophy. It's a liberating philosophy. It is a magnificent philosophy. It is a philosophy for the ages, for all times.	philosophy
2474	For an act to be evil, you must first perceive it, process and then conceive it as such. Then these acts are effects. They’re not causes. And by this I mean that these acts are not of Stream. Now we ask the other question again. What does it take for something, here specifically Stream, to be good or evil?	philosophy
2475	You are a wonderful creation. You know more than you think you know, just as you know less than you want to know.	philosophy
2476	At one time, the treatment for a certain kind of psychosis had been to push an ice pick up through the orbit of the eye, into the frontal lobe; the ice pick was then stirred around until it reduced the problematic brain tissue to non-functioning porridge.	sarcasm
2477	People who say you are ugly, may be true, because to them, you look like a monster. People who say you are beautiful, may also be true, because to them, you look like an angel.	sarcasm
2478	Sure, I could tell you I am no longer a lesbian or that I am no longer attracted to women and am straight, or I could even tell you the moon is made of cheese. I could tell you many things, but the moon will still not be made of cheese, and I will still not be attracted to men.	philosophy
2479	Disobedience is the true foundation of liberty.	philosophy
2480	"Yeah you can have a word,"" said Harry savagely. ""Good-bye."	sarcasm
2481	It is curious that the human mind could blindly accept an infinite speed but had reservations to accept a finite one, simply because it was too large!	philosophy
2482	Normal is over rated, and so is spelling.You want perfection? Go out and buy a spell check, but know this: Spellcheck won't keep you warm at night or love you unconditionaly. I will stick to being abnormal and a bad speller. Makes life more interesting. After all, what fun is there in being normal or perfect?	philosophy
2483	"You didn't kill him. He would have killed you, but you didn't kill him."" ""So? He was stupid. If I killed everyone who was stupid, I wouldn't have time to sleep."	philosophy
2484	I think, therefore a single fertilized egg cell can replicate itself into trillions of specialized and exquisitely organized cells.	philosophy
2485	The Philosopher's Motto: I came, I saw, I pondered!	philosophy
2486	The intellectual attainments of a man who thinks for himself resemble a fine painting, where the light and shade are correct, the tone sustained, the colour perfectly harmonised; it is true to life. On the other hand, the intellectual attainments of the mere man of learning are like a large palette, full of all sorts of colours, which at most are systematically arranged, but devoid of harmony, connection and meaning.	philosophy
2487	...reality is always plural and mutable.	philosophy
2488	The goal of education is to enable individuals to continue their education.	philosophy
2489	Life: It is better not to wrap philosophy around such an inconceivable evolving beautiful mystery. If based on perception, alone; whatever the conclusion - it is still guessing.	philosophy
2490	The logical man must either deny all miracles or none.	philosophy
2491	It may be important to great thinkers to examine the world, to explain and despise it. But I think it is only important to love the world, not to despise it, not for us to hate each other, but to be able to regard the world and ourselves and all beings with love, admiration and respect.	philosophy
2492	It doesn't matter how smart you are unless you stop and think.	philosophy
2493	What is your advice to young writers?”  “Drink, fuck and smoke plenty of cigarettes.	sarcasm
2494	Worlds 75% or more than that population doesn't know their real capabilities. Which they are born with. If anyway they realize it then this world become a great place to live.	philosophy
2495	"I wish you'd stop desperately trying to get my attention like this,"" he said. ""It's become embarrassing."" ""Sarcasm is the last refuge of the imaginatively bankrupt,"" she told him. ""I can't help it. I use my rapier wit to hide my inner pain."	sarcasm
2496	To the extent that in one's act of faith one participates in the truth through reason and heart, faith already implies a particular level of knowledge and of certainty.	philosophy
2497	The state is that great fiction by which everyone tries to live at the expense of everyone else.	philosophy
2498	Waves of hands, hesitations at street corners, someone dropping a cigarette into the gutter-all are stories. But which is the true story? That I do not know. Hence I keep my phrases hung like clothes in a cupboard, waiting for some one to wear them. Thus waiting, thus speculating, making this note and then an· other I do not cling to life. I shall be brushed like a bee from a sunflower. My philosophy, always accumulating, welling up moment by moment, runs like quicksilver a dozen ways at once.	philosophy
2499	Give me a few minutes.” “You have time.” He sat in the grass. “Are you just going to sit there and watch me?” “Yes. Watching pretty peasant girls is what we poor little rich boys do best.” “Peasant?” He shrugged. “You started the name calling.	sarcasm
2500	The western mind makes definitions; it draws lines.	philosophy
2501	Because philosophy arises from awe, a philosopher is bound in his way to be a lover of myths and poetic fables. Poets and philosophers are alike in being big with wonder.	philosophy
2502	Buy <em>Fable!</em> the book that rejuvenates your soul! makes your belly belly-laugh! turns your cares to dust!...likewise your moods, woes an wounds!...turns everything rosy, deflates spleen and bile! pocondria! not just any old work! not just any old words! <em>Fable!</em> You gotta be categorical.	sarcasm
2503	"You know,"" Cecily said, ""you really didn't have to throw that man through the window."" ""He wasn't a man,"" Gabriel said, scowling. ""He was an Unseelie Court faerie. One of the nasty ones."" ""Is that why you chased him down the street?"" ""He had no business showing images like that to a lady,"" Gabriel muttered, though it had to be admitted that the lady in question had hardly turned a hair, and seemed more annoyed with Gabriel for his reaction than impressed by his chivalry. ""And I do think it was excessive to hurl him into the canal."" ""He'll float."" The corners of Cecily's mouth twitched. ""It was very wrong."	sarcasm
2504	"You're Professor Mills? The new one who teaches history?""  As opposed to the old Professor Mills who preached overthrow of the government?"	sarcasm
2505	Kim olursak olalım, dünyanın hangi yerinde yaşarsak yaşayalım, ta derinlerde bir yerde hepimiz bir eksiklik duygusu taşımaktayız. Sanki temel bir şeyimizi kaybetmişiz de geri alamamaktan korkuyoruz. Neyin eksik olduğunu bilenimizde hakikaten çok az.	philosophy
2506	Le but n'est rien, le développement est tout. Le spectacle ne veut en venir à rien d'autre qu'à lui-même.	philosophy
2507	Too many people get credit for being good, when they are only being passive. They are too often praised for being broadminded when they are so broadminded they can never make up their minds about anything.	philosophy
2508	Do not go gentle into that good night, Old age should burn and rave at close of day; Rage, rage against the dying of the light.	philosophy
2509	It is strange the way trauma deadens curiosity. To suffer cruelty in excess is to be delivered from care. The human heart sets aside its questions when the future is too capricious. This is the irony of tribulation.  To know the world will never be so bad.	philosophy
2510	Rationalism is false not because it seeks to express reality in rational mode, so far as this possible, but because it seeks to embrace the whole of reality in the realm of reason, as if the reason coincides with the very principle of things.	philosophy
2511	One of the things Ford Prefect had always found hardest to understand about humans was their habit of continually stating and repeating the very very obvious, as in It's a nice day, or You're very tall, or Oh dear you seem to have fallen down a thirty-foot well, are you alright? At first Ford had formed a theory to account for this strange behaviour. If human beings don't keep exercising their lips, he thought, their mouths probably seize up. After a few months' consideration and observation he abandoned this theory in favour of a new one. If they don't keep on exercising their lips, he thought, their brains start working. After a while he abandoned this one as well as being obstructively cynical.	sarcasm
2512	that you would not anticipate misery since the evils you dread as coming upon you may perhaps never reach you at least they are not yet come Thus some things torture us more than they ought, some before they ought and some which ought never to torture us at all. We heighten our pain either by presupposing a cause or anticipation	philosophy
2513	It's impossible to walk through solid rock... You have to walk between the molecules that make up the rock.	philosophy
2514	Don't fear the gods, Don't worry about death; What is good is easy to get, and What is terrible is easy to endure.	philosophy
2515	Philosophy is like wine. There are good years and bad years but, in general, the older the better.	philosophy
2516	I used to be a mddle-of-the-road kid, but now with my freaky looks I'm definately an outsider. Hooray.	sarcasm
2517	The theological perspective of participation actually saves the appearances by exceeding them. It recognizes that materialism and spiritualism are false alternatives, since if there is only finite matter there is not even that, and that for phenomena really to be there they must be more than there. Hence, by appealing to an eternal source for bodies, their art, language, sexual and political union, one is not ethereally taking leave of their density. On the contrary, one is insisting that behind this density resides an even greater density – beyond all contrasts of density and lightness (as beyond all contrasts of definition and limitlessness). This is to say that all there is only is because it is more than it is. (...)  This perspective should in many ways be seen as undercutting some of the contrasts between theological liberals and conservatives. The former tend to validate what they see as the modern embrace of our finitude – as language, and as erotic and aesthetically delighting bodies, and so forth. Conservatives, however, seem still to embrace a sort of nominal ethereal distancing from these realities and a disdain for them. Radical orthodoxy, by contrast, sees the historic root of the celebration of these things in participatory philosophy and incarnational theology, even if it can acknowledge that premodern tradition never took this celebration far enough. The modern apparent embrace of the finite it regards as, on inspection, illusory, since in order to stop the finite vanishing modernity must construe it as a spatial edifice bound by clear laws, rules and lattices. If, on the other hand, following the postmodern options, it embraces the flux of things, this is an empty flux both concealing and revealing an ultimate void. Hence, modernity has oscillated between puritanism (sexual or otherwise) and an entirely perverse eroticism, which is in love with death and therefore wills the death also of the erotic, and does not preserve the erotic as far as an eternal consummation. In a bizarre way, it seems that modernity does not really want what it thinks it wants; but on the other hand, in order to have what it thinks it wants, it would have to recover the theological. Thereby, of course, it would discover also that that which it desires is quite other than it has supposed	philosophy
2518	It’s ever been the way of the man of science or philosophy. Most folks stay in the dark and then complain they can’t see nothing.” – Snipes (185)	philosophy
2519	"How can I know for sure if it's my son speaking and not you?"" ""You never can, my lord. Just as no man can ever be sure that he alone is a thinking and feeling creature and everyone else a machine that only pretends to feel and think."	philosophy
2520	The eye sees only what the mind is prepared to comprehend.	philosophy
2521	Nothing, Everything, Anything, Something: If you have nothing, then you have everything, because you have the freedom to do anything, without the fear of losing something.	philosophy
2522	The city of Leonia refashions itself every day: every morning the people wake between fresh sheets, wash with just-unwrapped cakes of soap, wear brand-new clothing, take from the latest model refrigerator still unopened tins, listening to the last-minute jingles from the most up-to-date radio. On the sidewalks, encased in spotless plastic bags, the remains of yesterday's Leonia await the garbage truck. Not only squeezed tubes of toothpaste, blown-out light bulbs, newspapers, containers, wrappings, but also boilers, encyclopedias, pianos, porcelain dinner services.  It is not so much by the things that each day are manufactured, sold, bought, that you can measure Leonia's opulence, but rather by the things that each day are thrown out to make room for the new.  So you begin to wonder if Leonia's true passion is really , as they say, the enjoyment of new things, and not, instead, the joy of expelling, discarding, cleansing itself of a recurrent impurity. The fact is that street cleaners are welcomed like angels.	sarcasm
2523	There is not much to be got anywhere in the world. It is filled with misery and pain; if a man escapes these, boredeom lies in wait for him at every corner. Nay more; it is evil which generally has the upper hand, and folly that makes the most noise. Fate is cruel and mankind pitiable.	philosophy
2524	Well, I must endure the presence of a few caterpillars if I wish to become acquainted with the butterflies.	philosophy
2525	The smallest minority on earth is the individual. Those who deny individual rights cannot claim to be defenders of minorities.	philosophy
2526	There is only one religion - it is a way a man dies.	philosophy
2527	If the worker and his boss enjoy the same television program and visit the same resort places, if the typist is as attractively made up as the daughter of her employer, if the Negro owns a Cadillac, if they all read the same newspaper, then this assimilation indicates not the disappearance of classes, but the extent to which the needs and satisfactions that serve the preservation of the Establishment are shared by the underlying population.	philosophy
2528	Furthermore, as the body suffers the horrors of disease and the pangs of pain, so we see the mind stabbed with anguish, grief and fear. What more natural than that it should likewise have a share in death?	philosophy
2529	"Kalau manusia sama sekali tidak pernah merasa putus asa, kita tidak akan tahu bagian mana dari diri kita yang tak sanggup kita singkirkan. Lalu kita akan tumbuh dewasa tanpa benar-benar mengerti apa saja yang bisa membuat kita gembira. Aku bahagia karena bisa menderita"", Eriko (Kitchen)"	philosophy
2530	Coffee Wisdom [2]  For a real man the only thing better than the scent of pussy is the smell of freshly ground coffee.	philosophy
2531	If the moment is everthing, then everything is time.	philosophy
2532	What's the survival value of obsessing on a sunset?	philosophy
2533	Whole life is a search for beauty. But, when the beauty is found inside, the search ends and a beautiful journey begins.	philosophy
2534	An apple a day keeps the doctor away.' But eating too many, is quite enough-plenty. And you'll have to go see the good doc anyway.	philosophy
2535	Is it possible, in the final analysis, for one human being to achieve perfect understanding of another? We can invest enormous time and energy in serious efforts to know another person, but in the end, how close can we come to that person's essence? We convince ourselves that we know the other person well, but do we really know anything important about anyone?	philosophy
2536	"There is nothing more notable in <a href=""https://www.goodreads.com/author/show/275648.Socrates"" title=""Socrates"">Socrates</a> than that he found time, when he was an old man, to learn music and dancing, and thought it time well spent."	philosophy
2537	The church has never been asked to explain anything, our speciality, along with ballistics, has always been the neutralisation of the overly curious mind through faith.	philosophy
2538	The danger today is in believing there are no sick people, there is only a sick society.	philosophy
2539	"Pragmatism asks its usual question. ""Grant an idea or belief to be true,"" it says, ""what concrete difference will its being true make in anyone's actual life? How will the truth be realized? What experiences will be different from those which would obtain if the belief were false? What, in short, is the truth's cash-value in experiential terms?"	philosophy
2540	Man is the measure of all things', said the Sophist Protagora (c. 485-410 B.C.). By that he meant that the question of whether a thing is right or wrong, good or bad, must always be considered in relation to a person's needs.	philosophy
2541	"One of chief pieces of advice I give to aspiring rationalists is ""Don't try to be clever."" And, ""Listen to those quiet, nagging doubts."" If you don't know, you don't know what you don't know, you don't know how much you don't know, and you don't know how much you needed to know."	philosophy
2542	Uh, yeah - how about a warm hell no to that request? Does that work for you? Because it works for me.	sarcasm
2543	Those who know do not speak. Those who speak do not know.	philosophy
2544	Fugly Fishmates  For every woman that looks like a hatchet-faced haddock there's an equally ugly flounder-faced man with even fewer prospects.	philosophy
2545	Flow is the best of what happens when potential is activated by consciousness.	philosophy
2546	Give love, take pride	philosophy
2547	...convinced that in trying to please all, he had pleased none, and had lost his ass into the bargain.	philosophy
2548	You are such a kind and caring man, and so sizzling hot and studly. Please, please don’t go nutty on me.	sarcasm
2549	I never found beauty in longing for the impossible and never found the possible to be beyond my reach.	philosophy
